Algorithm,Scenario,Perc,Chunk,Accuracy,Precision,Recall,F1_Macro,Kappa,Time_s,Predictions_OK
SLEADE,chunks_scenario_4,50,3,0.8516746411483254,0.8419409444509508,0.8493456026927865,0.8447940430823975,0.7737181823936575,21.462318658828732,True
SLEADE,chunks_scenario_4,50,4,0.8683522231909329,0.8506275409682346,0.8550531445268287,0.8526520060215373,0.7929164728712293,30.331889152526852,True
SLEADE,chunks_scenario_4,50,5,0.8612377850162867,0.8469607440575954,0.8376719977905229,0.8415036136710895,0.7810196245476629,40.89223051071167,True
OSNN,chunks_scenario_4,50,1,0.3709677419354839,0.184,0.3066666666666667,0.2299999999999999,0.1371476150826691,14.785820960998535,True
OSNN,chunks_scenario_4,50,2,0.5580357142857143,0.3736901146406194,0.4957255924281923,0.4225546916585949,0.2926654227070475,62.04098677635193,True
OSNN,chunks_scenario_4,50,3,0.5789473684210527,0.3925096920488625,0.5021800589667625,0.4330964668161717,0.3033267360486368,125.26628184318542,True
OSNN,chunks_scenario_4,50,4,0.5832606800348736,0.3959955506117909,0.5112530112530113,0.4383921523128336,0.2790934659438308,130.9465434551239,True
OSNN,chunks_scenario_4,50,5,0.5543973941368078,0.3869569341680896,0.4808324845089551,0.4127638737991613,0.2288896478027607,175.91342663764954,True
OSNN,chunks_scenario_4,75,1,0.3727598566308244,0.1894353369763205,0.3040935672514619,0.2334455667789001,0.1431053546043278,22.44131374359131,True
OSNN,chunks_scenario_4,75,2,0.5699404761904762,0.3830882352941177,0.5047470817120622,0.4310600552566526,0.3105367793240556,88.99949026107788,True
OSNN,chunks_scenario_4,75,3,0.5594573024740622,0.3806073554819706,0.4799814707658645,0.4134615384615385,0.2663420843277644,179.28362202644348,True
OSNN,chunks_scenario_4,75,4,0.5695171611401978,0.386304561583515,0.488947060421761,0.4204362304362304,0.2479648120887502,184.4108896255493,True
OSNN,chunks_scenario_4,75,5,0.5347826086956522,0.3733641806775886,0.4472343862981025,0.3811793506235586,0.1825109834515774,190.85309982299805,True
SLEADE,chunks_scenario_4,75,1,0.8745519713261649,0.8713803088803089,0.8681818181818182,0.8696696696696697,0.7393706461686284,3.1982808113098145,True
SLEADE,chunks_scenario_4,75,2,0.8764880952380952,0.8810388401170525,0.8794329285068585,0.8772676930811105,0.8121001620407022,8.553241968154907,True
SLEADE,chunks_scenario_4,75,3,0.8850758180367119,0.8774978389903763,0.8828174220364886,0.8798301827463134,0.8241031485216659,16.75578546524048,True
SLEADE,chunks_scenario_4,75,4,0.8917975567190227,0.8778579675047089,0.880114044071032,0.8787943847926951,0.8293675422946851,22.41366696357727,True
SLEADE,chunks_scenario_4,75,5,0.8917391304347826,0.8793963357986757,0.8755262794048516,0.8773535013968939,0.8297716258697193,30.298438787460327,True
OSNN,chunks_scenario_4,75,1,0.3727598566308244,0.1894353369763205,0.3040935672514619,0.2334455667789001,0.1431053546043278,14.8780038356781,True
OSNN,chunks_scenario_4,75,2,0.5625,0.3777238378749714,0.4981167315175097,0.4255732065867916,0.2985560553719213,64.61801671981812,True
OSNN,chunks_scenario_4,75,3,0.5418994413407822,0.3664379034802705,0.4647580923110002,0.3997287157341427,0.2377206509700429,128.9770531654358,True
OSNN,chunks_scenario_4,75,4,0.5567190226876091,0.3736807610993657,0.4768512132422096,0.408788422155028,0.226592349636435,135.4904670715332,True
OSNN,chunks_scenario_4,75,5,0.5252173913043479,0.3615847085493255,0.4381550141585724,0.3720149808652255,0.1664531579597152,142.29051303863525,True
